Country.of.Origin,Region.Name,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,altitude_mean_meters
Mexico,Mexico,Washed / Wet,7.33,7.25,7.33,7.33,7.25,7.17,10,10,10,7.17,80.83,1100
Mexico,Mexico,Washed / Wet,7.5,7.17,7.33,7.25,7.17,7.17,10,10,10,7.25,80.83,100
Myanmar,Asia,Washed / Wet,6.92,7.5,7,7.58,7.5,7.08,10,10,10,7.17,80.75,1269
Guatemala,Central America,Washed / Wet,7.5,7.33,7,7.42,7.17,7.17,10,10,10,7.17,80.75,1706.88
Nicaragua,Central America,Washed / Wet,7.25,7.25,7.17,7.25,7.33,7.25,10,10,10,7.25,80.75,1100
Honduras,Central America,Natural / Dry,7.5,7.33,7,7.42,7.25,7.17,10,10,10,7.08,80.75,1450
Panama,Central America,Other,7.25,7.33,7.17,7.33,7.33,7.17,10,10,10,7.17,80.75,1680
Honduras,Central America,Washed / Wet,7.42,7.17,7.08,7.42,7.25,7.25,10,10,10,7.17,80.75,1350
Honduras,Central America,Natural / Dry,7.25,7.33,7.08,7.5,7.25,7.33,10,10,10,7,80.75,1450
Costa Rica,Central America,Washed / Wet,7.33,7.33,7.25,7.25,7.17,7.17,10,10,10,7.25,80.75,1300
Mexico,Mexico,Washed / Wet,7.58,7.33,7.42,7.25,7.5,7.5,9.33,9.33,10,7.5,80.75,1200
Haiti,Central America,Washed / Wet,7.42,7,7.42,7.25,7.08,7.33,10,10,10,7.25,80.75,1000
Indonesia,Asia,Semi-washed / Semi-pulped,7.58,7.42,7,7.67,7.5,7.5,9.33,9.33,10,7.33,80.67,1350
Guatemala,Central America,Washed / Wet,7.67,7.42,6.83,7.17,7.42,7.17,10,10,10,7,80.67,1500
Costa Rica,Central America,Washed / Wet,7.83,7.5,7.67,7.67,7.83,7.5,6.67,10,10,8,80.67,185
Malawi,Africa,Washed / Wet,7.5,7.25,7.17,7.17,7.25,7.17,10,10,10,7.17,80.67,995
Mexico,Mexico,Washed / Wet,7.25,7.17,7.17,7.25,7.17,7.42,10,10,10,7.25,80.67,1200
Colombia,South America,Natural / Dry,7.67,7.5,7.42,7.67,7.5,7.75,10,10,6.67,8.5,80.67,1550
Guatemala,Central America,Washed / Wet,7.67,7.17,7,7.5,7,7,10,10,10,7.33,80.67,1550
"Tanzania, United Republic Of",Africa,Washed / Wet,7.25,7.08,7.08,7.33,7.33,7.25,10,10,10,7.25,80.58,1400
Brazil,South America,Semi-washed / Semi-pulped,7.42,7.25,7.33,7,7.08,7.25,10,10,10,7.25,80.58,1200
Honduras,Central America,Washed / Wet,7.5,7.17,7,7.42,7.33,7,10,10,10,7.17,80.58,1400
Guatemala,Central America,Natural / Dry,7.17,7.42,6.83,7.5,7.17,7.25,10,10,10,7.25,80.58,1383.792
Taiwan,Asia,Natural / Dry,7.17,7.17,7.17,7.42,7.17,7.25,10,10,10,7.17,80.5,50
Guatemala,Central America,Washed / Wet,7.33,7.25,7.08,7.17,7.25,7.17,10,10,10,7.25,80.5,1500
Honduras,Central America,Washed / Wet,7.58,7.33,7,7.17,7.33,7.08,10,10,10,7,80.5,1650
Brazil,South America,Semi-washed / Semi-pulped,7.25,7.33,7.17,7.5,7.33,7.25,9.33,10,10,7.33,80.5,1250
Myanmar,Asia,Washed / Wet,7.17,7.33,7.17,7.42,7.25,7.08,10,10,10,7.08,80.5,3800
Guatemala,Central America,Washed / Wet,7.5,7.17,6.83,7.5,7.17,7.17,10,10,10,7.17,80.5,1219.2
Brazil,South America,Semi-washed / Semi-pulped,7.42,7.42,7.08,7.33,7.67,7.5,9.33,9.33,10,7.42,80.5,1250
Guatemala,Central America,Washed / Wet,7.5,7.5,7,7.67,7.17,7,10,10,10,6.67,80.5,1859.28
Mexico,Mexico,Washed / Wet,7.25,7.25,7.08,7.33,7.25,7.17,10,10,10,7.17,80.5,1450
Taiwan,Asia,Washed / Wet,7.58,7.17,7.17,7.17,7.17,7.17,10,10,10,7,80.42,600
El Salvador,Central America,Washed / Wet,7.33,7.17,7.08,7.08,7.33,7.17,10,10,10,7.25,80.42,1450
China,Asia,Washed / Wet,7.25,7.08,7.25,7.17,7.33,7.17,10,10,10,7.17,80.42,1700
Taiwan,Asia,Washed / Wet,7.25,7.25,7.17,7.25,7.25,7.25,10,10,10,7,80.42,600
Mexico,Mexico,Washed / Wet,6.92,7.17,7.08,7.5,7.33,7.17,10,10,10,7.25,80.42,1050
Mexico,Mexico,Washed / Wet,7.42,7.08,7.08,7.33,7.25,7.17,10,10,10,7.08,80.42,1550
"Tanzania, United Republic Of",Africa,Washed / Wet,7.25,7.17,7,7.25,7.42,7.08,10,10,10,7.17,80.33,1700
Taiwan,Asia,Other,7.25,7.25,7.08,7.25,7.25,7.25,10,10,10,7,80.33,600
Guatemala,Central America,Washed / Wet,7.33,7.33,6.83,7.5,7,7.17,10,10,10,7.17,80.33,1310.64
Mexico,Mexico,Semi-washed / Semi-pulped,7.25,7.08,7.08,7.33,7.33,7.17,10,10,10,7.08,80.33,940
Brazil,South America,Natural / Dry,7.17,7.33,7.42,7.08,7,7,10,10,10,7.25,80.25,995
Honduras,Central America,Natural / Dry,7.25,7.25,7,7,7.42,7,10,10,10,7.33,80.25,1400
Mexico,Mexico,Washed / Wet,7.25,7.17,7,7.33,7.33,7,10,10,10,7.17,80.25,1600
Myanmar,Asia,Natural / Dry,8,7.08,7,7.33,7.08,6.92,10,10,10,6.83,80.25,914.4
Myanmar,Asia,Natural / Dry,7.42,7,7.08,7,7.17,7.33,10,10,10,7.25,80.25,1269
Nicaragua,Central America,Washed / Wet,7.08,6.92,7,7.25,7.5,7.25,10,10,10,7.25,80.25,900
Taiwan,Asia,Semi-washed / Semi-pulped,7.25,7.08,7.25,7.25,7.17,7.25,10,10,10,7,80.25,700
Guatemala,Central America,Washed / Wet,7,7.17,7.33,7.33,7,7.17,10,10,10,7.25,80.25,1400
Mexico,Mexico,Washed / Wet,7.58,7.33,7.17,7.25,6.75,7,10,10,10,7.17,80.25,808
Vietnam,Asia,Other,7.42,7.25,7.25,7.58,7.42,7.33,8.67,10,10,7.25,80.17,1550
Nicaragua,Central America,Washed / Wet,7.17,7.08,7.08,7.33,7.25,7.08,10,10,10,7.17,80.17,1187.5
Honduras,Central America,Washed / Wet,7.25,7.25,7,7.17,7.08,7.08,10,10,10,7.33,80.17,1400
Guatemala,Central America,Washed / Wet,7.33,7.33,7,7.17,7.17,7.17,10,10,10,7,80.17,1310.64
Mexico,Mexico,Washed / Wet,7.33,7.08,6.92,7.42,7.25,7.08,10,10,10,7.08,80.17,1250
Mexico,Mexico,Washed / Wet,7.58,7.42,7.33,7.5,7.08,7.17,8.67,10,10,7.42,80.17,1550
Mexico,Mexico,Washed / Wet,7.33,7.33,7.17,7.08,7.25,7,10,10,10,7,80.17,1000
Guatemala,Central America,Washed / Wet,7.33,7.33,7,7.33,7,7,10,10,10,7.17,80.17,1310.64
Brazil,South America,Pulped natural / honey,7.17,7.17,7,7.17,7.25,7.25,10,10,10,7.08,80.08,1100
Taiwan,Asia,Washed / Wet,7.42,7.25,7.25,7.17,7,7,10,10,10,7,80.08,850
Taiwan,Asia,Other,7.25,7.25,7.25,7.25,7.08,7,10,10,10,7,80.08,200
Taiwan,Asia,Washed / Wet,7.25,7.25,7.25,7,7.25,7.08,10,10,10,7,80.08,150
Taiwan,Asia,Semi-washed / Semi-pulped,7.25,7.25,7.25,7.08,7.17,7.08,10,10,10,7,80.08,250
Mexico,Mexico,Washed / Wet,7.33,7.17,7.25,7.08,7.08,7.08,10,10,10,7.08,80.08,1300
Mexico,Mexico,Washed / Wet,7.25,7.08,7,7.17,7.33,7.17,10,10,10,7.08,80.08,1300
Nicaragua,Central America,Washed / Wet,7.33,7.08,6.92,7.08,7.42,7.17,10,10,10,7,80,1250
Myanmar,Asia,Washed / Wet,7.17,7.33,7,7.42,7.17,7,10,10,10,6.92,80,1068
Mexico,Mexico,Washed / Wet,7.58,7.75,7.42,7.5,7.5,7.5,8.67,8.67,10,7.42,80,1400
Taiwan,Asia,Washed / Wet,7.25,7.25,7.25,7,7.25,7,10,10,10,7,80,250
Thailand,Asia,Washed / Wet,7.33,6.67,7.08,7.42,7.42,7.08,10,10,10,7,80,800
Mexico,Mexico,Washed / Wet,7.25,7.25,7.08,7.17,7.33,7.33,9.33,10,10,7.25,80,1250
Mexico,Mexico,Washed / Wet,7.08,7.33,7,7.33,7.08,7,10,10,10,7.17,80,1100
Mexico,Mexico,Washed / Wet,7.33,7.08,7.08,7.33,7.42,7.17,9.33,10,10,7.17,79.92,1300
Mexico,Mexico,Washed / Wet,7.17,7.17,6.92,7.25,7.33,7.08,10,10,10,7,79.92,1100
Mexico,Mexico,Washed / Wet,7.5,7.17,7,7.17,7.25,7.08,10,10,10,6.75,79.92,1100
Mexico,Mexico,Washed / Wet,7.17,7.08,7.08,7.08,7.5,7.33,9.33,10,10,7.33,79.92,1100
Mexico,Mexico,Natural / Dry,7.33,7.25,7,7.42,7.17,7.17,9.33,10,10,7.25,79.92,1250
Mexico,Mexico,Washed / Wet,7.17,7.33,7.08,7.58,7.33,7.08,10,9.33,10,7,79.92,1250
Kenya,Africa,Washed / Wet,7,7.08,7,7.17,7.25,7.25,10,10,10,7.08,79.83,1500
Guatemala,Central America,Washed / Wet,7.33,7.25,6.92,7.33,7.25,7.33,9.33,10,10,7.08,79.83,1700
Nicaragua,Central America,Washed / Wet,6.83,7.17,7.17,6.92,7.5,7.08,10,10,10,7.17,79.83,1250
Mexico,Mexico,Washed / Wet,7.17,7.08,7,7.25,7.5,7,10,10,10,6.83,79.83,1300
Guatemala,Central America,Washed / Wet,7.5,7.42,7.25,7.58,7.33,7.42,9.33,9.33,9.33,7.25,79.75,1902
Taiwan,Asia,Natural / Dry,7.75,7.33,7.17,7.33,7.67,7.83,9.33,9.33,8.67,7.33,79.75,1000
Taiwan,Asia,Washed / Wet,7.08,7.08,7.25,7,7.17,7.17,10,10,10,7,79.75,600
Thailand,Asia,Washed / Wet,7.25,7.08,6.92,7.5,7.08,6.92,10,10,10,7,79.75,800
Costa Rica,Central America,Washed / Wet,7.58,7.5,7.67,7.75,7.67,7.58,8,8,10,8,79.75,1100
Mexico,Mexico,Washed / Wet,7.58,7.08,7,7,7.5,6.92,10,10,10,6.67,79.75,1400
Mexico,Mexico,Washed / Wet,7.58,7.08,6.92,7.58,7.5,6.92,10,9.33,10,6.83,79.75,1022
Mexico,Mexico,Washed / Wet,7.25,7.08,7,7.17,7.17,7.08,10,10,10,7,79.75,1300
Mexico,Mexico,Washed / Wet,7.25,7.17,7.17,7.08,7.17,7,10,10,10,6.92,79.75,1450
Mexico,Mexico,Washed / Wet,7.33,7.25,7,7.08,7.08,7,10,10,10,7,79.75,1050
Mexico,Mexico,Washed / Wet,7.25,6.83,6.92,7.08,7.25,7.08,10,10,10,7.33,79.75,1100
Guatemala,Central America,Washed / Wet,7.42,7.42,7.25,7.58,7.42,7.33,9.33,9.33,9.33,7.25,79.67,1219.2
El Salvador,Central America,Washed / Wet,7.25,7.08,7,6.83,7.33,7.17,10,10,10,7,79.67,1250
Thailand,Asia,Washed / Wet,6.92,7.17,6.83,7.42,7.17,7.08,10,10,10,7.08,79.67,800
Guatemala,Central America,Washed / Wet,7.5,7,6.83,7.08,7.08,7.17,10,10,10,7,79.67,1310.64
Mexico,Mexico,Washed / Wet,7.42,7.25,6.83,7.58,7.17,6.58,10,10,10,6.83,79.67,1400
Mexico,Mexico,Washed / Wet,7.33,7.17,7,6.75,7.08,7,10,10,10,7.33,79.67,975
Mexico,Mexico,Washed / Wet,6.92,7.17,7.17,7.17,7.08,7.08,10,10,10,7.08,79.67,1264
Mexico,Mexico,Washed / Wet,7.08,7,6.92,7.33,7.25,7.08,10,10,10,6.92,79.58,1250
Mexico,Mexico,Washed / Wet,7.25,6.92,6.92,7.33,7.25,7,10,10,10,6.92,79.58,1550
Nicaragua,Central America,Natural / Dry,6.92,6.92,7,7.42,7.25,7,10,10,10,7,79.5,1050
Taiwan,Asia,Natural / Dry,6.92,7,7.17,7,7.42,7,10,10,10,7,79.5,700
Colombia,South America,Washed / Wet,7.83,7.5,7.42,7.42,7.67,7.5,10,6.67,10,7.5,79.5,1550
Mexico,Mexico,Washed / Wet,7.25,7.08,6.92,7.25,7.58,7.08,9.33,10,10,7,79.5,1550
Mexico,Mexico,Washed / Wet,7.25,7.33,7,7.25,7.17,7.17,9.33,10,10,7,79.5,1100
Guatemala,Central America,Washed / Wet,7.08,7.33,7.25,7.58,7.33,7.42,9.33,9.33,9.33,7.42,79.42,1219.2
Guatemala,Central America,Washed / Wet,7.25,7.33,6.83,7,7,7.17,10,10,10,6.83,79.42,1219.2
Mexico,Mexico,Washed / Wet,7,6.83,6.83,7.42,7.33,7.17,10,10,10,6.83,79.42,800
Colombia,South America,Washed / Wet,7.42,7.25,6.75,7.25,7.42,7.25,9.33,9.33,10,7.33,79.33,1200
Mexico,Mexico,Washed / Wet,7,7,6.83,7.33,7.42,6.92,10,10,10,6.83,79.33,950
Mexico,Mexico,Washed / Wet,7.42,7.17,7.08,7.17,7.08,7.08,9.33,10,10,7,79.33,750
Taiwan,Asia,Washed / Wet,7.08,6.83,6.83,7.25,7.42,7.08,10,10,10,6.75,79.25,850
Mexico,Mexico,Washed / Wet,7,7,6.92,7.17,7.17,7.08,10,10,10,6.92,79.25,1000
Guatemala,Central America,Washed / Wet,7.33,7.42,7.33,7.42,7.5,7.42,8.67,9.33,9.33,7.42,79.17,1219.2
Honduras,Central America,Washed / Wet,7.58,7,6.75,6.92,7,6.92,10,10,10,7,79.17,1650
Guatemala,Central America,Washed / Wet,7.08,7,6.92,7.42,7,6.92,10,10,10,6.83,79.17,1320
Guatemala,Central America,Washed / Wet,7.25,7.17,6.75,7.25,7,6.92,10,10,10,6.83,79.17,1550
Mexico,Mexico,Washed / Wet,7.25,7.08,6.92,7.08,7.17,7.17,9.33,10,10,7.17,79.17,1550
Mexico,Mexico,Washed / Wet,7.17,6.92,6.92,7.08,7.17,7,10,10,10,6.92,79.17,1450
Guatemala,Central America,Washed / Wet,7.58,7.67,7.42,7.42,7.67,7.67,8.67,8.67,8.67,7.67,79.08,1700
United States (Puerto Rico),Central America,Washed / Wet,7.42,7.08,6.75,7.33,7.33,6.92,10,9.33,10,6.92,79.08,853.44
Mexico,Mexico,Washed / Wet,7.33,7,6.92,7.25,7.33,7.08,9.33,10,10,6.83,79.08,1500
Mexico,Mexico,Washed / Wet,7.25,7.08,6.75,7.33,7.42,7,9.33,10,10,6.92,79.08,1100
Mexico,Mexico,Washed / Wet,7.17,7.25,7.25,7.17,7.25,7.08,9.33,9.33,10,7.25,79.08,1200
Guatemala,Central America,Washed / Wet,7.33,7.17,6.58,7.42,7.08,6.83,10,10,10,6.58,79,1219.2
Honduras,Central America,Washed / Wet,7,7,7,7,7,7,10,10,10,7,79,1350
Peru,South America,Washed / Wet,7.67,7.17,7.08,7.25,8,7.5,8.67,9.33,9.33,7,79,1400
Mexico,Mexico,Natural / Dry,6.75,7.08,6.67,7.25,7.17,7.08,10,10,10,7,79,1300
Mexico,Mexico,Semi-washed / Semi-pulped,7.5,7.17,6.92,7.5,7.25,7,8.67,10,10,7,79,1550
Mexico,Mexico,Washed / Wet,7.17,6.83,6.83,7.25,7.17,6.92,10,10,10,6.83,79,12
Mexico,Mexico,Washed / Wet,7.33,7,6.75,7.08,7.17,7.25,9.33,10,10,7,78.92,1300
Mexico,Mexico,Washed / Wet,7.5,7,6.92,7.08,6.92,6.75,10,10,10,6.75,78.92,1400
Nicaragua,Central America,Other,7.17,7,6.92,7,7,7,10,10,10,6.75,78.83,1100
Guatemala,Central America,Washed / Wet,7.33,7.08,6.33,7.25,7,7,10,10,10,6.75,78.75,1310.64
Mexico,Mexico,Washed / Wet,7.25,6.83,6.83,7,7.17,7,10,10,10,6.67,78.75,1320
Mexico,Mexico,Semi-washed / Semi-pulped,7.25,7.33,7.17,7.25,7.08,7,8.67,10,10,7,78.75,1250
Mexico,Mexico,Washed / Wet,7.67,7.17,6.83,7.33,7.58,7.17,9.33,10,8.67,7,78.75,1350
China,Asia,Washed / Wet,7,6.92,6.83,7.17,7.17,7.17,10,10,9.33,7.08,78.67,1850
Mexico,Mexico,Washed / Wet,6.92,6.92,6.67,7.25,7.17,6.92,10,10,10,6.83,78.67,1150
Guatemala,Central America,Washed / Wet,7.33,7.17,6.92,7.58,7.25,7.17,8.67,9.33,10,7.17,78.58,1219.2
Taiwan,Asia,Washed / Wet,6.83,6.75,7.17,7.25,7,6.92,10,10,10,6.67,78.58,800
Mexico,Mexico,Washed / Wet,7,7,6.75,7.33,6.92,6.92,10,10,10,6.67,78.58,1400
Mexico,Mexico,Washed / Wet,7.92,7.58,7.58,7.92,7.92,7.5,8,6.67,10,7.5,78.58,1300
Mexico,Mexico,Washed / Wet,7.25,6.75,6.92,6.92,7.25,7.58,9.33,9.33,10,7.17,78.5,1600
Mexico,Mexico,Washed / Wet,7.08,6.83,6.83,7,7,6.92,10,10,10,6.83,78.5,1400
Mexico,Mexico,Washed / Wet,7.25,7.17,7,6.83,7.58,7.08,8.67,10,10,6.92,78.5,1200
Mexico,Mexico,Washed / Wet,7.58,7.17,7,7.17,7.33,7,8,10,10,7.17,78.42,1500
Guatemala,Central America,Washed / Wet,7.17,6.5,6.67,7,7.17,7.17,10,10,10,6.67,78.33,1219.2
Guatemala,Central America,Washed / Wet,7.17,7.17,6.5,7.17,7,6.83,10,10,10,6.5,78.33,1310.64
Mexico,Mexico,Natural / Dry,7.25,7.25,7,7.5,7.33,7.42,8,9.33,10,7.75,78.33,1300
Indonesia,Asia,Washed / Wet,6.92,6.83,6.92,6.92,6.92,6.83,10,10,10,6.83,78.17,1300
Mexico,Mexico,Washed / Wet,7.08,6.83,6.67,7.25,7.25,6.92,10,9.33,10,6.75,78.08,1050
Taiwan,Asia,Washed / Wet,7.5,7.08,7.33,7.17,7.5,7.5,6.67,10,10,7.25,78,650
Honduras,Central America,Natural / Dry,6.83,7,6.67,7,7,6.83,10,10,10,6.67,78,1350
Guatemala,Central America,Washed / Wet,7.42,7.25,6.83,7.33,7,6.92,9.33,9.33,9.33,7.25,78,1219.2
China,Asia,Washed / Wet,7.33,7.17,6.92,7.08,7.33,7,9.33,9.33,9.33,7.17,78,1200
Guatemala,Central America,Washed / Wet,7,6.83,6.83,7.17,6.67,6.83,10,10,10,6.67,78,1310.64
Mexico,Mexico,Washed / Wet,7.25,7.33,7,7,7.25,7.08,10,10,8,7.08,78,850
Costa Rica,Central America,Washed / Wet,7.5,7.25,7.42,7,7.08,6.83,8.67,9.33,10,6.83,77.92,1200
Mexico,Mexico,Washed / Wet,7.42,7.25,7,7,7.25,7.08,8,10,10,6.92,77.92,1248
Guatemala,Central America,Washed / Wet,7,6.83,6.67,7.17,6.83,6.83,10,10,10,6.5,77.83,1310.64
Taiwan,Asia,Washed / Wet,7.17,6.75,6.58,7.33,7.33,7.17,9.33,9.33,10,6.67,77.67,775
Mexico,Mexico,Washed / Wet,7.17,6.75,6.58,6.75,6.83,6.75,10,10,10,6.67,77.5,1300
Guatemala,Central America,Washed / Wet,7.08,6.92,6.33,7,6.92,7,10,10,10,6.17,77.42,1310.64
Brazil,South America,Natural / Dry,7.5,7.33,7.42,7.58,7.58,6.92,8,8,10,7,77.33,890
Guatemala,Central America,Washed / Wet,7.33,7,6.83,7.17,7.17,7.17,9.33,9.33,9.33,6.67,77.33,1219.2
Mexico,Mexico,Washed / Wet,7.33,7,6.67,7,6.92,6.92,9.33,9.33,10,6.83,77.33,1500
Haiti,Central America,Washed / Wet,6.83,6.83,6.83,6.75,6.92,6.92,9.33,10,10,6.83,77.25,825
Mexico,Mexico,Washed / Wet,7.08,7,7,7.25,7.33,7.25,8.67,8.67,10,6.92,77.17,1200
Peru,South America,Washed / Wet,7.42,7.75,7.42,7.67,7.92,7.83,8.67,5.33,9.33,7.67,77,1200
Mexico,Mexico,Washed / Wet,7.17,6.58,6.58,7,7.25,6.58,9.33,9.33,10,6.58,76.42,1100
Guatemala,Central America,Washed / Wet,7.5,7,6.83,7.5,7.17,7.33,8.67,8.67,8.67,7,76.33,1310.64
Mexico,Mexico,Washed / Wet,7.42,7,6.83,7.08,6.92,6.83,7.33,10,10,6.75,76.17,1400
Indonesia,Asia,Natural / Dry,7.33,7,6.5,6.08,7.58,6.33,9.33,10,9.33,6.67,76.17,3500
Mexico,Mexico,Washed / Wet,7.08,6.83,6.83,7.17,7.17,7.08,10,7.33,10,6.58,76.08,1250
Honduras,Central America,Natural / Dry,6.83,6.83,6.67,6.83,7,6.83,9.33,8.67,10,7,76,1350
Philippines,Asia,Washed / Wet,6.83,6.5,6.5,6.92,6.75,7,9.33,10,9.33,6.67,75.83,1000
Guatemala,Central America,Washed / Wet,7.92,7.58,7.17,7.58,7.33,7.17,8,8,8,6.83,75.58,1310.64
Mexico,Mexico,Washed / Wet,7.5,7.25,6.92,7,7.17,6.83,8,8,10,6.83,75.5,1100
Mexico,Mexico,Washed / Wet,7.17,6.92,6.67,6.83,7.25,7.75,10,6,10,6.58,75.17,1200
Mexico,Mexico,Washed / Wet,7.25,6.83,6.67,7.08,7.17,6.83,10,6.67,10,6.67,75.17,1100
Mexico,Mexico,Washed / Wet,7.17,7.17,6.83,7.17,7.42,6.67,8.67,7.33,10,6.75,75.17,1280
Mexico,Mexico,Washed / Wet,7,6.92,6.75,6.92,7.17,6.83,10,6.67,10,6.75,75,850
Mexico,Mexico,Washed / Wet,7.08,6.75,6.58,7,7,6.75,8.67,8.67,10,6.42,74.92,1500
Mexico,Mexico,Washed / Wet,7.33,6.75,6.67,7.25,7.5,7,10,5.33,10,7,74.83,1250
Mexico,Mexico,Washed / Wet,7.08,7,6.83,7.5,7.33,6.83,8,7.33,10,6.75,74.67,1700
Guatemala,Central America,Washed / Wet,6.5,6.33,6.5,7.5,7.33,6.83,8.67,10,8.67,6,74.33,1310.64
Mexico,Mexico,Washed / Wet,7,6.58,6.67,6.83,7.08,6.83,10,6.67,10,6.67,74.33,1140
Mexico,Mexico,Washed / Wet,6.92,6.42,6.17,7.33,7.25,6.75,10,6.67,10,6.5,74,1200
Mexico,Mexico,Washed / Wet,7.67,7,7.17,7.58,7.33,7.33,10,2.67,10,7.08,73.83,1250
Honduras,Central America,Washed / Wet,7,7.17,6.83,7.17,7,7.17,8,8,8,7.08,73.42,1350
Mexico,Mexico,Washed / Wet,7.08,7.08,6.92,7.08,6.92,6.92,8,8,8,6.92,72.92,1200
Costa Rica,Central America,Washed / Wet,6.33,6.5,6.33,6.83,6.33,6.5,10,6.67,10,6.25,71.75,1200
Mexico,Mexico,Washed / Wet,6.92,6.92,6.92,6.92,7.17,7,10,2.67,10,6.58,71.08,800
Mexico,Mexico,Washed / Wet,6.5,6.67,6.42,7.17,7.33,6.5,8,6,10,6.42,71,1800
Mexico,Mexico,Washed / Wet,6.92,7,6.83,6.92,7.42,6.92,6,6,10,6.75,70.75,1000
Honduras,Central America,Washed / Wet,6.67,6.5,6.17,6.67,6.83,6.17,8,8,8,6.33,69.33,1450
Honduras,Central America,Washed / Wet,7,6.17,6.17,6.67,6.5,6.17,8,8,8,6.5,69.17,1450
Honduras,Central America,Washed / Wet,7,6.33,6.17,6.5,6.67,6.17,8,8,8,6.33,69.17,1450
Mexico,Mexico,Washed / Wet,7.08,6.83,6.25,7.42,7.25,6.75,10,0,10,6.75,68.33,900
Haiti,Central America,Natural / Dry,6.75,6.58,6.42,6.67,7.08,6.67,9.33,6,6,6.42,67.92,350
Nicaragua,Central America,Other,7.25,6.58,6.33,6.25,6.42,6.08,6,6,6,6.17,63.08,1100
Guatemala,Central America,Washed / Wet,7.5,6.67,6.67,7.67,7.33,6.67,8,1.33,1.33,6.67,59.83,1417.32
